Age,Gender,Occupation,Income,Product_Category,Purchased
49,Female,Student,88486,Clothing,1
26,Female,Student,95301,Cosmetics,1
57,Female,Student,12488,Health,1
41,Female,Employee,82089,Clothing,1
61,Male,Employee,63571,Clothing,1
55,Female,Student,15052,Health,1
56,Male,Student,65508,Health,1
60,Female,Self-employed,99739,Groceries,1
44,Male,Self-employed,94736,Clothing,1
25,Female,Self-employed,31424,Groceries,1
51,Female,Student,14181,Groceries,0
38,Female,Employee,19930,Electronics,0
40,Female,Unemployed,79728,Cosmetics,1
39,Female,Employee,85290,Clothing,1
46,Male,Employee,23616,Groceries,1
36,Male,Employee,50683,Groceries,1
17,Female,Employee,17709,Electronics,0
35,Female,Self-employed,84101,Electronics,1
25,Male,Self-employed,62497,Electronics,1
38,Male,Self-employed,76121,Electronics,1
64,Female,Unemployed,12811,Electronics,0
25,Female,Student,68975,Clothing,1
58,Male,Unemployed,94803,Clothing,1
28,Male,Student,92560,Books,0
57,Female,Unemployed,55288,Groceries,1
17,Male,Student,61878,Health,0
34,Male,Employee,88200,Clothing,1
45,Male,Student,70792,Electronics,0
21,Female,Employee,73973,Clothing,1
60,Male,Unemployed,81231,Electronics,0
43,Male,Student,33878,Health,0
26,Female,Student,75645,Groceries,1
30,Female,Self-employed,86554,Cosmetics,1
27,Female,Self-employed,36026,Clothing,1
49,Male,Student,92749,Groceries,1
24,Female,Employee,45957,Clothing,1
26,Female,Unemployed,26476,Cosmetics,1
40,Male,Employee,53743,Books,0
17,Female,Student,79607,Groceries,1
39,Male,Self-employed,99417,Health,0
23,Female,Student,43680,Books,0
29,Male,Unemployed,88157,Books,0
63,Male,Student,96388,Groceries,1
60,Female,Student,36257,Health,1
32,Female,Student,71303,Health,0
16,Female,Unemployed,42453,Electronics,0
20,Male,Student,99960,Electronics,0
28,Male,Student,65242,Books,0
58,Female,Student,29962,Electronics,0
27,Female,Self-employed,39256,Health,0
38,Male,Self-employed,91953,Cosmetics,0
32,Female,Student,58979,Books,0
38,Male,Student,73013,Groceries,1
22,Male,Unemployed,54924,Cosmetics,0
52,Male,Unemployed,93700,Groceries,1
44,Male,Unemployed,83412,Cosmetics,0
31,Female,Student,31041,Cosmetics,1
64,Female,Employee,16845,Groceries,1
44,Female,Self-employed,72300,Cosmetics,1
60,Male,Self-employed,31793,Health,1
36,Female,Student,22453,Books,1
51,Female,Employee,60964,Clothing,1
46,Female,Employee,21953,Electronics,0
32,Female,Unemployed,13666,Electronics,0
53,Female,Employee,57084,Groceries,1
56,Male,Unemployed,41295,Clothing,1
19,Female,Self-employed,56438,Health,0
61,Male,Employee,56240,Electronics,1
36,Male,Student,97628,Cosmetics,0
32,Female,Unemployed,73816,Books,0
58,Male,Student,38234,Books,0
24,Male,Self-employed,35412,Clothing,1
57,Female,Self-employed,75935,Cosmetics,1
23,Female,Self-employed,91892,Cosmetics,1
25,Male,Unemployed,28132,Health,0
63,Female,Self-employed,14831,Groceries,0
60,Female,Self-employed,85104,Clothing,1
60,Male,Self-employed,98362,Health,1
30,Male,Self-employed,27932,Electronics,0
34,Female,Unemployed,54553,Groceries,1
27,Male,Employee,74857,Cosmetics,0
29,Male,Employee,63957,Cosmetics,0
40,Male,Self-employed,14096,Cosmetics,0
57,Male,Unemployed,66056,Electronics,0
18,Male,Self-employed,67438,Electronics,1
50,Male,Employee,11552,Electronics,0
60,Female,Self-employed,42365,Clothing,1
19,Male,Self-employed,11063,Electronics,0
53,Male,Unemployed,24567,Cosmetics,0
18,Female,Self-employed,63168,Groceries,1
47,Female,Unemployed,43759,Books,0
53,Female,Self-employed,28854,Electronics,0
64,Female,Employee,50722,Clothing,1
46,Male,Self-employed,45351,Groceries,1
55,Female,Student,30001,Clothing,1
23,Male,Unemployed,51029,Cosmetics,0
50,Female,Self-employed,47662,Health,1
49,Female,Unemployed,97658,Health,1
38,Female,Self-employed,55915,Clothing,1
30,Male,Student,59917,Electronics,0
57,Female,Self-employed,85441,Books,0
43,Female,Employee,21846,Groceries,1
58,Male,Student,27838,Health,1
49,Female,Student,30101,Clothing,1
44,Male,Student,20920,Clothing,0
53,Male,Self-employed,69478,Cosmetics,0
30,Male,Self-employed,70639,Groceries,1
17,Male,Unemployed,92308,Electronics,0
21,Male,Self-employed,62663,Electronics,1
23,Female,Self-employed,70104,Electronics,1
55,Female,Student,79230,Cosmetics,1
42,Male,Student,41446,Health,0
35,Male,Unemployed,12841,Groceries,0
21,Male,Unemployed,65595,Health,0
62,Female,Student,69818,Cosmetics,1
19,Female,Employee,94398,Books,0
24,Female,Unemployed,85484,Cosmetics,1
37,Female,Unemployed,51072,Electronics,0
34,Male,Employee,65226,Cosmetics,0
39,Male,Unemployed,86684,Clothing,1
55,Male,Student,27438,Electronics,0
37,Female,Employee,22296,Health,0
18,Male,Student,23805,Clothing,0
33,Female,Employee,64931,Health,0
49,Female,Employee,98990,Clothing,1
61,Male,Student,82622,Health,1
48,Male,Student,37499,Cosmetics,0
51,Male,Employee,59855,Groceries,1
16,Male,Self-employed,44646,Clothing,1
57,Male,Employee,91549,Electronics,1
44,Male,Employee,48221,Health,0
53,Female,Unemployed,13140,Electronics,0
40,Male,Unemployed,84756,Clothing,1
16,Male,Self-employed,96907,Health,0
54,Female,Unemployed,57574,Health,1
39,Female,Self-employed,31843,Cosmetics,1
57,Female,Student,46103,Cosmetics,1
48,Male,Unemployed,22880,Books,0
40,Male,Unemployed,56736,Health,0
65,Male,Student,33403,Groceries,1
61,Male,Student,66694,Electronics,0
44,Female,Self-employed,50739,Clothing,1
59,Male,Employee,76112,Health,1
53,Female,Unemployed,36416,Cosmetics,1
65,Female,Unemployed,98216,Clothing,1
55,Female,Student,29526,Health,1
48,Male,Unemployed,40394,Health,1
49,Male,Student,44617,Groceries,1
15,Male,Self-employed,26339,Books,0
26,Male,Student,72387,Clothing,1
30,Male,Employee,87009,Groceries,1
52,Female,Self-employed,53071,Books,0
22,Male,Unemployed,28349,Electronics,0
61,Male,Student,77883,Groceries,1
64,Male,Student,54638,Cosmetics,0
26,Male,Employee,86514,Books,0
38,Male,Student,29811,Health,0
48,Male,Employee,63125,Health,1
15,Female,Unemployed,42877,Clothing,1
18,Female,Student,99980,Cosmetics,1
29,Female,Student,91321,Health,0
28,Male,Employee,65463,Electronics,1
35,Female,Employee,80933,Books,0
39,Female,Student,64987,Cosmetics,1
18,Male,Student,49390,Groceries,1
43,Female,Employee,16384,Clothing,0
44,Male,Employee,61074,Cosmetics,0
16,Male,Employee,81619,Cosmetics,0
30,Male,Self-employed,66223,Clothing,1
34,Female,Self-employed,85046,Groceries,1
48,Female,Self-employed,83309,Books,0
25,Male,Employee,91917,Health,0
18,Female,Student,66243,Health,0
30,Male,Employee,72746,Books,0
55,Female,Student,36255,Electronics,0
35,Male,Student,28872,Health,0
32,Male,Self-employed,86151,Electronics,1
64,Female,Unemployed,57196,Electronics,0
39,Male,Self-employed,89176,Clothing,1
21,Female,Self-employed,36103,Cosmetics,1
28,Female,Self-employed,75687,Cosmetics,1
61,Female,Student,20670,Cosmetics,1
20,Male,Employee,99944,Clothing,1
20,Female,Employee,13793,Books,0
43,Female,Employee,75867,Electronics,1
22,Female,Self-employed,79144,Clothing,1
38,Male,Self-employed,18270,Books,0
23,Male,Employee,72556,Electronics,1
15,Female,Student,71049,Clothing,1
35,Male,Self-employed,70558,Clothing,1
39,Female,Unemployed,65699,Groceries,1
47,Female,Unemployed,21538,Books,0
52,Male,Unemployed,82022,Groceries,1
19,Male,Self-employed,26091,Electronics,0
34,Female,Self-employed,85646,Clothing,1
53,Male,Employee,87796,Electronics,1
27,Male,Employee,29211,Groceries,1
27,Male,Student,56590,Clothing,1
20,Female,Self-employed,59914,Groceries,1
28,Male,Self-employed,71101,Cosmetics,0
26,Male,Self-employed,30407,Health,0
28,Female,Employee,83874,Groceries,1
48,Female,Self-employed,78155,Clothing,1
54,Female,Student,16855,Books,1
48,Male,Employee,81272,Electronics,1
49,Male,Unemployed,83876,Cosmetics,0
30,Female,Unemployed,44322,Electronics,0
43,Female,Unemployed,71866,Groceries,1
56,Male,Unemployed,35453,Groceries,1
20,Female,Unemployed,15663,Electronics,0
38,Female,Self-employed,14089,Cosmetics,0
22,Female,Unemployed,75406,Cosmetics,1
54,Female,Employee,32773,Cosmetics,1
33,Female,Student,49325,Groceries,1
35,Female,Unemployed,30002,Clothing,1
58,Female,Self-employed,21724,Groceries,1
53,Female,Employee,68993,Electronics,1
34,Female,Unemployed,73946,Groceries,1
37,Male,Unemployed,36680,Electronics,0
28,Male,Student,23297,Clothing,0
47,Male,Employee,47939,Books,0
22,Female,Student,28723,Cosmetics,1
43,Female,Student,55581,Clothing,1
15,Female,Student,83013,Electronics,0
30,Female,Unemployed,63702,Books,0
20,Female,Self-employed,28815,Clothing,1
62,Female,Student,87020,Cosmetics,1
15,Male,Self-employed,83160,Health,0
18,Female,Unemployed,92046,Electronics,0
31,Female,Employee,80891,Cosmetics,1
42,Male,Student,78942,Groceries,1
25,Female,Student,71643,Groceries,1
55,Male,Unemployed,23803,Health,1
63,Male,Student,78768,Electronics,0
29,Male,Unemployed,58179,Electronics,0
24,Female,Unemployed,55450,Books,0
38,Male,Unemployed,41675,Health,0
22,Female,Self-employed,57325,Electronics,1
40,Female,Employee,80795,Books,0
60,Male,Employee,67327,Cosmetics,0
23,Female,Self-employed,97694,Electronics,1
37,Female,Unemployed,12338,Health,0
25,Female,Self-employed,90529,Books,0
55,Male,Student,47576,Cosmetics,0
29,Female,Student,13877,Clothing,0
20,Male,Student,74535,Health,0
62,Male,Employee,63642,Clothing,1
46,Female,Student,70354,Cosmetics,1
47,Female,Employee,62976,Cosmetics,1
58,Male,Unemployed,13385,Health,1
50,Female,Student,31650,Cosmetics,1
37,Male,Self-employed,63762,Electronics,1
25,Male,Self-employed,53452,Electronics,1
45,Female,Student,72220,Clothing,1
34,Male,Student,33618,Cosmetics,0
58,Female,Unemployed,38843,Groceries,1
54,Male,Self-employed,14539,Cosmetics,0
25,Male,Employee,21593,Cosmetics,0
57,Male,Unemployed,55888,Clothing,1
16,Male,Student,16663,Electronics,0
29,Male,Self-employed,93516,Electronics,1
49,Female,Student,25048,Groceries,1
16,Male,Self-employed,23088,Clothing,0
65,Male,Employee,48491,Books,0
30,Female,Student,90584,Books,0
38,Male,Student,64393,Groceries,1
61,Female,Unemployed,50209,Groceries,1
47,Male,Unemployed,60176,Electronics,0
28,Male,Unemployed,66545,Electronics,0
27,Male,Self-employed,32331,Electronics,0
62,Female,Employee,90728,Cosmetics,1
34,Male,Self-employed,16098,Electronics,0
38,Male,Self-employed,43161,Electronics,1
28,Male,Employee,55659,Health,0
24,Female,Employee,96447,Books,0
40,Male,Employee,27286,Health,0
31,Female,Unemployed,17931,Health,0
25,Female,Unemployed,85410,Books,0
31,Female,Unemployed,57579,Electronics,0
51,Female,Unemployed,46006,Cosmetics,1
27,Female,Self-employed,14587,Groceries,0
52,Female,Self-employed,92086,Groceries,1
20,Male,Unemployed,72027,Books,0
51,Male,Self-employed,23238,Health,1
62,Male,Employee,33163,Clothing,1
29,Female,Unemployed,65937,Electronics,0
61,Female,Student,89843,Groceries,1
26,Female,Employee,10089,Clothing,0
41,Male,Self-employed,75710,Health,0
17,Female,Unemployed,64627,Books,0
54,Female,Unemployed,55194,Health,1
49,Male,Unemployed,76581,Clothing,1
50,Male,Unemployed,72220,Groceries,1
27,Male,Employee,52116,Cosmetics,0
22,Male,Self-employed,63163,Health,0
55,Female,Student,14646,Groceries,0
38,Female,Employee,57027,Clothing,1
51,Female,Self-employed,29431,Groceries,1
15,Male,Student,10527,Groceries,0
42,Male,Self-employed,77126,Groceries,1
62,Female,Unemployed,52157,Groceries,1
27,Female,Employee,70462,Clothing,1
40,Female,Employee,16978,Electronics,0
24,Female,Unemployed,58946,Books,0
42,Male,Employee,14578,Health,0
49,Male,Self-employed,10803,Cosmetics,0
51,Male,Employee,70404,Groceries,1
63,Male,Unemployed,83327,Electronics,0
65,Male,Unemployed,90247,Cosmetics,0
42,Male,Employee,27910,Books,0
18,Male,Student,43537,Groceries,1
60,Female,Student,13083,Groceries,0
36,Female,Self-employed,98496,Books,0
61,Female,Unemployed,91429,Health,1
63,Female,Student,35723,Books,0
41,Male,Student,34710,Cosmetics,0
59,Female,Self-employed,11106,Books,0
46,Male,Student,10230,Cosmetics,0
65,Male,Employee,22861,Cosmetics,0
22,Male,Self-employed,55055,Clothing,1
46,Male,Unemployed,68732,Electronics,0
36,Female,Student,47203,Electronics,0
48,Female,Student,90574,Books,0
29,Male,Unemployed,75122,Books,0
38,Male,Unemployed,91709,Clothing,1
21,Female,Self-employed,24725,Electronics,0
47,Male,Self-employed,33386,Groceries,1
27,Male,Student,65357,Health,0
31,Female,Student,13616,Cosmetics,0
17,Female,Unemployed,24057,Cosmetics,1
30,Female,Student,49791,Groceries,1
15,Male,Employee,89775,Clothing,1
26,Female,Student,60104,Groceries,1
55,Female,Student,64686,Health,1
42,Female,Student,72513,Clothing,1
30,Female,Employee,94642,Books,0
16,Female,Self-employed,89544,Groceries,1
42,Female,Employee,76715,Books,0
52,Female,Self-employed,16578,Electronics,0
48,Female,Employee,49922,Books,0
27,Female,Employee,93696,Books,0
40,Male,Employee,72728,Cosmetics,0
61,Female,Self-employed,37874,Clothing,1
22,Female,Employee,97562,Health,0
21,Male,Unemployed,56827,Clothing,1
42,Male,Employee,75707,Electronics,1
33,Male,Student,13485,Health,0
41,Female,Unemployed,30990,Electronics,0
56,Male,Self-employed,68326,Groceries,1
63,Male,Employee,60072,Books,0
46,Male,Self-employed,67123,Groceries,1
40,Male,Unemployed,14008,Books,0
24,Female,Unemployed,40688,Electronics,0
35,Female,Employee,80418,Books,0
57,Male,Employee,89873,Health,1
51,Female,Self-employed,84483,Health,1
19,Female,Unemployed,46943,Groceries,1
33,Female,Self-employed,73117,Cosmetics,1
22,Male,Self-employed,89024,Clothing,1
45,Female,Student,94811,Groceries,1
64,Male,Unemployed,47498,Electronics,0
33,Female,Student,49995,Health,0
54,Male,Unemployed,95054,Books,0
64,Male,Unemployed,53649,Electronics,0
49,Male,Self-employed,21004,Cosmetics,0
20,Female,Employee,32330,Clothing,1
49,Male,Student,38329,Health,1
55,Male,Unemployed,98403,Health,1
33,Male,Self-employed,44938,Groceries,1
40,Female,Student,77281,Electronics,0
55,Male,Self-employed,50400,Groceries,1
38,Male,Unemployed,84450,Health,0
62,Female,Employee,13890,Electronics,0
20,Male,Self-employed,58257,Books,0
56,Female,Unemployed,50243,Health,1
64,Male,Employee,81408,Groceries,1
46,Male,Student,21495,Groceries,1
52,Male,Self-employed,39919,Clothing,1
25,Female,Self-employed,28114,Cosmetics,1
61,Female,Unemployed,17397,Cosmetics,0
36,Female,Unemployed,36162,Health,0
39,Female,Student,88710,Cosmetics,1
21,Male,Student,86909,Electronics,0
27,Male,Unemployed,35456,Groceries,1
31,Female,Unemployed,31695,Cosmetics,1
29,Female,Unemployed,32981,Groceries,1
39,Female,Self-employed,46159,Electronics,1
52,Male,Employee,68597,Groceries,1
42,Female,Self-employed,18168,Health,0
28,Male,Unemployed,12946,Clothing,0
40,Female,Student,57938,Electronics,0
44,Male,Self-employed,49141,Clothing,1
18,Female,Employee,93568,Health,0
30,Female,Student,85733,Cosmetics,1
54,Female,Employee,52560,Electronics,1
32,Female,Unemployed,61975,Cosmetics,1
60,Female,Student,65650,Electronics,0
19,Male,Employee,89878,Books,0
59,Male,Unemployed,65417,Groceries,1
65,Female,Unemployed,41977,Groceries,1
35,Female,Employee,40719,Clothing,1
24,Male,Student,71909,Books,0
58,Male,Student,84513,Books,0
61,Male,Student,51925,Clothing,1
25,Male,Employee,39174,Groceries,1
38,Female,Employee,52846,Groceries,1
20,Female,Employee,39876,Electronics,0
43,Male,Student,11668,Cosmetics,0
19,Female,Student,32400,Clothing,1
56,Female,Student,62263,Health,1
26,Male,Employee,29473,Electronics,0
52,Male,Student,26186,Cosmetics,0
37,Male,Self-employed,33256,Health,0
40,Male,Unemployed,75526,Clothing,1
32,Male,Employee,86310,Clothing,1
35,Female,Self-employed,51593,Books,0
35,Male,Employee,53352,Electronics,1
33,Male,Student,87832,Groceries,1
42,Male,Employee,89229,Health,0
20,Male,Unemployed,93990,Health,0
52,Female,Student,47502,Electronics,0
32,Female,Self-employed,14300,Health,0
16,Female,Student,57339,Electronics,0
23,Male,Unemployed,80682,Cosmetics,0
46,Female,Unemployed,58290,Health,1
41,Female,Unemployed,55555,Books,0
27,Male,Student,59097,Clothing,1
61,Female,Employee,25729,Cosmetics,1
45,Male,Employee,70124,Clothing,1
37,Female,Unemployed,92954,Books,0
39,Male,Employee,89715,Health,0
42,Female,Self-employed,49286,Electronics,1
55,Female,Self-employed,86755,Cosmetics,1
56,Female,Employee,56982,Books,0
64,Male,Student,35342,Clothing,1
22,Female,Unemployed,35006,Clothing,1
42,Male,Self-employed,96054,Health,0
18,Female,Self-employed,63298,Books,0
34,Female,Employee,20194,Electronics,0
58,Male,Student,24069,Clothing,0
29,Male,Employee,74982,Books,0
25,Male,Employee,55175,Cosmetics,0
33,Male,Unemployed,94779,Clothing,1
61,Male,Student,23667,Cosmetics,0
53,Female,Student,40517,Clothing,1
27,Male,Employee,39966,Health,0
27,Female,Unemployed,83054,Clothing,1
39,Male,Student,50542,Groceries,1
40,Female,Unemployed,32021,Clothing,1
64,Male,Employee,94418,Electronics,1
55,Female,Unemployed,40508,Health,1
39,Female,Student,62854,Clothing,1
59,Female,Unemployed,36377,Electronics,0
41,Female,Employee,17924,Electronics,0
40,Male,Student,25608,Health,0
47,Female,Student,79318,Cosmetics,1
32,Male,Student,58182,Health,0
29,Female,Student,97144,Groceries,1
22,Male,Unemployed,86992,Health,0
17,Male,Employee,83045,Cosmetics,0
55,Female,Student,90679,Cosmetics,1
53,Male,Unemployed,28770,Health,1
28,Male,Employee,91769,Books,0
51,Male,Self-employed,52152,Groceries,1
27,Male,Student,35500,Health,0
36,Male,Student,86956,Cosmetics,0
31,Female,Student,40865,Electronics,0
60,Female,Employee,61025,Books,0
21,Female,Student,16194,Books,1
27,Male,Student,13194,Electronics,0
57,Male,Employee,20791,Cosmetics,0
34,Male,Student,87363,Books,0
57,Male,Student,35864,Cosmetics,0
34,Male,Employee,51778,Health,0
59,Male,Unemployed,63634,Clothing,1
51,Female,Self-employed,46071,Electronics,1
19,Male,Self-employed,34339,Cosmetics,0
30,Female,Student,92731,Electronics,0
34,Female,Self-employed,54252,Groceries,1
55,Female,Student,72697,Books,0
18,Male,Self-employed,98078,Cosmetics,0
51,Male,Self-employed,86233,Electronics,1
35,Female,Employee,35618,Health,0
41,Female,Unemployed,48171,Clothing,1
60,Male,Unemployed,51028,Clothing,1
28,Female,Employee,94260,Groceries,1
36,Male,Unemployed,16724,Groceries,1
17,Female,Student,83082,Health,0
35,Female,Unemployed,11798,Groceries,0
32,Female,Self-employed,35445,Books,0
15,Female,Unemployed,12860,Health,0
64,Female,Employee,41912,Books,0
37,Male,Self-employed,41208,Health,0
32,Male,Employee,27869,Electronics,0
18,Female,Self-employed,31619,Clothing,1
44,Female,Self-employed,69325,Groceries,1
60,Male,Unemployed,93062,Clothing,1
44,Male,Student,53038,Books,0
56,Male,Employee,29271,Electronics,0
31,Female,Student,49421,Books,0
65,Male,Self-employed,21313,Groceries,1
35,Female,Employee,68042,Health,0
28,Female,Employee,67538,Clothing,1
64,Male,Unemployed,43563,Books,0
62,Male,Employee,77113,Clothing,1
49,Female,Student,81213,Clothing,1
34,Male,Student,72064,Health,0
46,Male,Self-employed,35779,Electronics,0
46,Female,Employee,52982,Cosmetics,1
24,Female,Self-employed,82106,Cosmetics,1
61,Female,Student,49347,Groceries,1
15,Female,Unemployed,12382,Groceries,0
25,Male,Self-employed,95556,Health,0
22,Female,Unemployed,36660,Clothing,1
53,Female,Self-employed,92500,Electronics,1
37,Female,Employee,17874,Health,0
63,Male,Employee,68841,Health,1
59,Male,Unemployed,53459,Groceries,1
63,Female,Unemployed,61735,Health,1
38,Female,Employee,46960,Clothing,1
31,Female,Student,21297,Health,0
49,Male,Employee,51291,Books,0
25,Female,Self-employed,98110,Health,0
45,Female,Self-employed,95122,Cosmetics,1
55,Male,Unemployed,34151,Books,0
63,Female,Unemployed,12957,Electronics,0
17,Male,Student,39644,Electronics,0
38,Male,Employee,48321,Health,0
38,Male,Unemployed,97736,Groceries,1
57,Female,Student,26041,Books,1
31,Female,Unemployed,54324,Cosmetics,1
51,Male,Student,98678,Books,0
27,Female,Student,48775,Books,0
44,Female,Student,29476,Groceries,1
26,Male,Self-employed,23917,Groceries,1
23,Female,Self-employed,51468,Cosmetics,1
35,Male,Self-employed,39676,Groceries,1
44,Male,Employee,53376,Books,0
20,Female,Employee,47226,Groceries,1
16,Male,Self-employed,24862,Health,0
28,Female,Self-employed,80540,Electronics,1
25,Female,Unemployed,49916,Clothing,1
63,Male,Self-employed,41362,Clothing,1
37,Male,Self-employed,80170,Groceries,1
63,Male,Unemployed,17406,Clothing,0
23,Male,Student,25388,Books,1
43,Female,Unemployed,96357,Electronics,0
48,Female,Student,37176,Groceries,1
18,Female,Unemployed,29968,Health,0
35,Female,Self-employed,50904,Health,0
49,Male,Self-employed,15583,Electronics,0
65,Male,Employee,41317,Electronics,1
37,Female,Self-employed,19805,Clothing,0
36,Male,Self-employed,87689,Books,0
29,Male,Self-employed,27128,Cosmetics,0
62,Female,Unemployed,16062,Books,0
48,Female,Student,69975,Groceries,1
32,Female,Self-employed,22736,Groceries,1
17,Female,Student,34387,Clothing,1
27,Female,Unemployed,19482,Groceries,1
57,Male,Unemployed,24932,Health,1
56,Female,Unemployed,68849,Health,1
26,Female,Self-employed,13822,Clothing,0
46,Female,Self-employed,30408,Groceries,1
22,Female,Employee,27910,Books,0
58,Female,Employee,84433,Electronics,1
59,Male,Student,29017,Groceries,1
40,Male,Employee,75759,Books,0
22,Female,Self-employed,12830,Electronics,0
51,Male,Unemployed,97617,Clothing,1
57,Female,Employee,95287,Cosmetics,1
45,Female,Student,46131,Books,0
28,Male,Self-employed,78938,Health,0
32,Female,Self-employed,21636,Cosmetics,1
50,Female,Unemployed,34875,Cosmetics,1
56,Female,Self-employed,94509,Clothing,1
39,Female,Unemployed,46150,Cosmetics,1
43,Female,Employee,42278,Electronics,1
19,Male,Student,26852,Books,1
40,Male,Self-employed,74871,Groceries,1
54,Female,Employee,60081,Clothing,1
61,Female,Student,31260,Cosmetics,1
34,Female,Employee,75617,Books,0
33,Female,Unemployed,93090,Groceries,1
64,Female,Employee,16482,Cosmetics,0
49,Male,Student,19954,Clothing,0
42,Female,Unemployed,75303,Health,0
55,Female,Student,11430,Books,1
29,Male,Employee,86251,Health,0
23,Male,Unemployed,79655,Groceries,1
44,Female,Student,76124,Groceries,1
21,Female,Employee,20884,Health,0
28,Male,Employee,57933,Groceries,1
57,Female,Student,65614,Health,1
25,Male,Student,30793,Books,0
55,Female,Employee,64888,Electronics,1
30,Female,Unemployed,78604,Groceries,1
37,Female,Employee,46208,Groceries,1
41,Male,Self-employed,67434,Clothing,1
22,Male,Unemployed,34167,Clothing,1
21,Female,Student,14913,Electronics,0
55,Female,Unemployed,32337,Clothing,1
20,Female,Student,26148,Cosmetics,1
32,Male,Student,59127,Health,0
21,Male,Unemployed,81069,Clothing,1
64,Female,Self-employed,64986,Clothing,1
52,Male,Employee,82778,Health,1
46,Male,Student,91545,Electronics,0
24,Female,Unemployed,91929,Cosmetics,1
54,Male,Employee,82964,Books,0
48,Male,Student,95435,Books,0
46,Female,Employee,84061,Cosmetics,1
18,Male,Student,59712,Books,0
31,Male,Unemployed,32699,Groceries,1
41,Male,Self-employed,72851,Health,0
31,Male,Student,38563,Groceries,1
42,Male,Unemployed,94421,Clothing,1
23,Female,Employee,81277,Groceries,1
48,Female,Self-employed,66963,Electronics,1
23,Female,Self-employed,39452,Clothing,1
22,Female,Student,82844,Clothing,1
64,Female,Employee,67221,Groceries,1
23,Female,Employee,12282,Electronics,0
61,Female,Unemployed,18325,Books,0
41,Male,Student,94377,Groceries,1
64,Female,Employee,81176,Electronics,1
55,Female,Self-employed,29851,Groceries,1
18,Female,Student,37229,Groceries,1
17,Male,Unemployed,44909,Health,0
56,Female,Unemployed,85122,Clothing,1
23,Male,Self-employed,65873,Cosmetics,0
37,Male,Unemployed,97272,Books,0
17,Female,Employee,49339,Health,0
44,Female,Self-employed,86863,Books,0
58,Male,Employee,41515,Health,1
60,Male,Employee,22471,Electronics,0
43,Female,Employee,20822,Cosmetics,1
52,Female,Employee,52038,Clothing,1
45,Male,Unemployed,87518,Books,0
44,Female,Self-employed,75810,Cosmetics,1
54,Female,Employee,15441,Clothing,0
24,Female,Unemployed,85314,Electronics,0
60,Male,Unemployed,53708,Books,0
21,Female,Employee,97185,Electronics,1
50,Male,Self-employed,55386,Health,1
64,Female,Unemployed,61519,Electronics,0
58,Female,Self-employed,66368,Cosmetics,1
29,Female,Unemployed,60335,Cosmetics,1
57,Male,Unemployed,70620,Health,1
55,Male,Employee,62041,Books,0
29,Male,Unemployed,50513,Groceries,1
29,Male,Self-employed,60238,Electronics,1
15,Female,Student,66733,Cosmetics,1
19,Female,Unemployed,74944,Clothing,1
17,Female,Employee,56628,Electronics,1
62,Male,Student,67601,Health,1
41,Male,Employee,44734,Health,0
28,Female,Self-employed,39210,Electronics,0
24,Female,Self-employed,11206,Groceries,0
38,Male,Unemployed,86801,Groceries,1
64,Male,Student,80027,Clothing,1
35,Male,Employee,42398,Health,0
30,Male,Student,16487,Electronics,0
23,Female,Self-employed,31587,Books,0
40,Female,Self-employed,30178,Books,0
65,Female,Employee,57301,Clothing,1
25,Female,Self-employed,48045,Cosmetics,1
35,Male,Employee,78447,Clothing,1
54,Female,Self-employed,32712,Groceries,1
18,Male,Student,88709,Cosmetics,0
18,Male,Employee,61852,Cosmetics,0
59,Female,Student,12439,Groceries,0
35,Male,Self-employed,24055,Health,0
61,Male,Employee,99531,Electronics,1
21,Female,Employee,98806,Electronics,1
62,Female,Student,28040,Books,1
46,Female,Unemployed,80175,Books,0
61,Male,Employee,81822,Electronics,1
25,Male,Unemployed,31730,Groceries,1
41,Male,Self-employed,71655,Health,0
55,Male,Employee,82865,Clothing,1
54,Male,Self-employed,98328,Cosmetics,0
52,Female,Unemployed,93105,Groceries,1
31,Male,Student,41587,Health,0
55,Female,Self-employed,65428,Electronics,1
47,Female,Student,50077,Groceries,1
50,Female,Self-employed,35522,Clothing,1
38,Female,Student,41749,Health,0
27,Male,Student,88622,Health,0
59,Female,Self-employed,86929,Clothing,1
31,Female,Unemployed,83228,Cosmetics,1
44,Female,Self-employed,69719,Groceries,1
34,Female,Unemployed,20632,Electronics,0
59,Female,Self-employed,43832,Cosmetics,1
36,Male,Student,97086,Groceries,1
35,Female,Unemployed,16581,Clothing,0
22,Male,Employee,71608,Clothing,1
25,Female,Unemployed,93527,Cosmetics,1
29,Male,Unemployed,80609,Groceries,1
20,Female,Student,44034,Books,0
37,Female,Employee,90372,Books,0
21,Female,Self-employed,53375,Clothing,1
52,Female,Self-employed,26043,Groceries,1
50,Male,Student,20826,Groceries,1
46,Female,Employee,20544,Health,1
37,Female,Student,58304,Health,0
46,Male,Self-employed,16581,Cosmetics,0
22,Female,Employee,15013,Groceries,1
23,Female,Self-employed,46353,Cosmetics,1
27,Female,Unemployed,40345,Groceries,1
49,Male,Unemployed,41547,Electronics,0
37,Male,Unemployed,40280,Books,0
31,Male,Employee,98767,Cosmetics,0
24,Female,Student,91478,Cosmetics,1
52,Male,Unemployed,33786,Electronics,0
34,Male,Student,30012,Cosmetics,0
39,Female,Student,12396,Clothing,0
26,Female,Student,91699,Cosmetics,1
23,Female,Employee,14985,Books,0
